"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.1.c","Average total family premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","24,448 ","suppressed","suppressed","suppressed","20,761 ","26,865 ","suppressed","25,061 ","1376.37 ","suppressed","suppressed","suppressed","1400.37 ","906.26 ","suppressed","1390.22 "
"II.D.1.d","Average total family premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","22,574 ","suppressed","21,900 ","16,643 ","25,001 ","24,244 ","21,584 ","22,940 ","1346.64 ","suppressed","3254.94 ","2122.43 ","2936.25 ","2309.38 ","2208.18 ","1688.16 "
"II.D.1.e","Average total family premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","26,873 ","suppressed","suppressed","suppressed","25,848 ","27,167 ","suppressed","26,690 ","916.40 ","suppressed","suppressed","suppressed","2434.47 ","975.36 ","suppressed","931.28 "
"II.D.2","Average total employee contribution (in dollars) per enrolled employee for family coverage at establishments that offer health insurance","6,797 ","suppressed","suppressed","6,791 ","8,012 ","6,311 ","7,909 ","6,662 ","419.77 ","suppressed","suppressed","1455.03 ","805.09 ","473.85 ","1335.17 ","438.57 "
"II.D.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for family coverage at establishments that offer health insurance","6,535 ","suppressed","suppressed","suppressed","suppressed","6,564 ","suppressed","6,589 ","861.33 ","suppressed","suppressed","suppressed","suppressed","501.04 ","suppressed","776.38 "
"II.D.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for family coverage at establishments that offer health insurance","6,893 ","suppressed","suppressed","7,099 ","8,115 ","6,367 ","suppressed","6,688 ","518.08 ","suppressed","suppressed","1673.28 ","954.27 ","577.78 ","suppressed","526.00 "
"II.D.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for family coverage at establishments that offer health insurance","6,318 ","suppressed","4,926 ","suppressed","7,817 ","5,721 ","5,342 ","6,506 ","426.09 ","suppressed","302.21 ","suppressed","521.65 ","535.10 ","486.43 ","489.83 "
"II.D.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","8,240 ","suppressed","suppressed","7,972 ","8,927 ","7,129 ","9,056 ","7,939 ","657.86 ","suppressed","suppressed","1590.68 ","980.10 ","819.72 ","1515.37 ","742.72 "
"II.D.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","6,134 ","suppressed","suppressed","suppressed","6,942 ","6,199 ","suppressed","6,218 ","442.81 ","suppressed","suppressed","suppressed","672.14 ","510.91 ","suppressed","453.96 "
"II.D.3","Percent of total premiums contributed (in dollars) by employees enrolled in family coverage at establishments that offer health insurance","26.6% ","suppressed","suppressed","39.3% ","31.6% ","23.5% ","33.2% ","25.9% ","1.99% ","suppressed","suppressed","7.56% ","4.98% ","1.98% ","6.63% ","2.07% "
