"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.C.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","16.5% ","suppressed","21.9% ","12.9% ","17.1% ","16.7% ","16.7% ","16.5% ","1.02% ","suppressed","4.69% ","3.04% ","2.14% ","1.27% ","3.18% ","1.07% "
"II.C.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in single coverage at establishments that offer health insurance","15.0% ","3.1%*","suppressed","2.0%*","21.8% ","15.1% ","suppressed","16.2% ","2.08% ","1.96%*","suppressed","1.31%*","4.11% ","2.24% ","suppressed","2.28% "
"II.C.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","17.4% ","17.3%*","22.0% ","14.2% ","19.7% ","15.5% ","16.7% ","17.7% ","1.15% ","5.52%*","3.27% ","2.69% ","1.33% ","1.84% ","2.63% ","1.24% "
"II.C.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in single coverage at private sector establishments that offer health insurance","15.6% ","suppressed","suppressed","10.7%*","19.0% ","14.8% ","suppressed","15.3% ","1.12% ","suppressed","suppressed","3.56%*","2.89% ","1.17% ","suppressed","1.10% "
"II.C.4","Percent of employees enrolled in a health insurance plan that have single coverage","59.5% ","57.0% ","59.8% ","66.8% ","61.3% ","57.7% ","61.2% ","59.2% ","1.29% ","7.46% ","5.30% ","3.02% ","3.27% ","1.65% ","3.47% ","1.39% "
"II.C.4.a","Percent of employees enrolled in a health insurance plan that have single coverage that required no employee contribution","21.2% ","62.6% ","32.8% ","48.1% ","13.1% ","14.7% ","50.1% ","15.8% ","2.69% ","9.62% ","6.87% ","6.91% ","3.17% ","3.95% ","5.38% ","2.85% "
"II.C.4.b","Percent of private-sector employees enrolled in a health insurance plan that have single coverage that are enrolled in a self-insured plan","46.0% ","7.6%*","9.5%*","7.7%*","30.1% ","67.3% ","7.7% ","53.2% ","4.24% ","4.02%*","3.75%*","2.66%*","6.83% ","7.01% ","2.16% ","4.98% "
"II.C.5","Percent of private-sector employees enrolled in a purchased health insurance plan that take single coverage","61.2% ","56.5% ","60.6% ","66.6% ","59.9% ","60.7% ","61.5% ","61.0% ","1.92% ","7.90% ","5.85% ","3.23% ","4.09% ","3.00% ","3.72% ","2.24% "
"II.C.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that take single coverage","57.6% ","suppressed","52.7% ","69.4% ","64.8% ","56.3% ","58.1% ","57.6% ","1.66% ","suppressed","7.75% ","3.79% ","4.46% ","1.83% ","6.99% ","1.70% "
"II.D.1","Average total family premium (in dollars) per enrolled employee at establishments that offer health insurance","27,057 ","24,645 ","22,743 ","25,471 ","27,297 ","27,868 ","23,389 ","27,727 ","532.75 ","3324.92 ","2911.63 ","1455.68 ","1210.72 ","620.53 ","1762.64 ","537.69 "
"II.D.1.a","Average total family premium (in dollars) for exclusive-provider plans per enrolled employee at establishments that offer health insurance","25,476 ","24,750 ","17,572 ","24,876 ","24,927 ","28,233 ","20,848 ","26,894 ","855.57 ","2422.43 ","4537.93 ","2549.59 ","1119.60 ","908.69 ","2331.37 ","778.53 "
"II.D.1.b","Average total family premium (in dollars) for mixed-provider plans per enrolled employee at establishments that offer health insurance","27,529 ","suppressed","29,026 ","26,237 ","29,561 ","27,100 ","27,908 ","27,483 ","689.57 ","suppressed","2188.85 ","2048.14 ","2032.00 ","746.94 ","2601.86 ","704.88 "
