"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","5,434 ","suppressed","suppressed","11,969 ","3,826 ","5,772 ","suppressed","5,363 ","465.70 ","suppressed","suppressed","1053.57 ","911.22 ","371.29 ","suppressed","458.49 "
"II.D.3","Percent of total premiums contributed (in dollars) by employees enrolled in family coverage at establishments that offer health insurance","23.8% ","suppressed","suppressed","32.9% ","21.0% ","23.0% ","37.0% ","22.6% ","2.69% ","suppressed","suppressed","8.32% ","6.12% ","2.35% ","7.66% ","2.61% "
"II.D.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","18.7% ","suppressed","suppressed","suppressed","suppressed","15.6% ","suppressed","18.1% ","2.93% ","suppressed","suppressed","suppressed","suppressed","1.02% ","suppressed","2.69% "
"II.D.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","27.3% ","suppressed","suppressed","40.6% ","20.1%*","29.0% ","41.2% ","25.6% ","4.08% ","suppressed","suppressed","6.75% ","6.91%*","1.96% ","8.24% ","4.12% "
"II.D.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","17.8% ","suppressed","suppressed","suppressed","suppressed","21.7% ","suppressed","18.6% ","3.05% ","suppressed","suppressed","suppressed","suppressed","1.40% ","suppressed","3.19% "
"II.D.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","32.6% ","suppressed","suppressed","28.9%*","34.8%*","27.2% ","36.5% ","30.9% ","5.98% ","suppressed","suppressed","9.74%*","12.00%*","5.10% ","8.72% ","7.39% "
"II.D.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","21.0% ","suppressed","suppressed","suppressed","14.2%*","22.6% ","suppressed","20.7% ","2.45% ","suppressed","suppressed","suppressed","4.29%*","2.43% ","suppressed","2.43% "
"II.D.4","Percent of employees enrolled in a health insurance plan that have family coverage","22.7% ","suppressed","20.6%*","20.2% ","31.4% ","21.1% ","16.4% ","23.6% ","1.73% ","suppressed","8.81%*","2.50% ","5.23% ","1.51% ","3.65% ","1.92% "
"II.D.4.a","Percent of employees enrolled in a health insurance plan that have family coverage that required no employee contribution","3.8%*","suppressed","suppressed","32.1%*","1.3%*","0% ","16.3%*","2.6%*","2.16%*","suppressed","suppressed","18.33%*","1.13%*","0% ","7.87%*","2.22%*"
"II.D.4.b","Percent of private-sector employees enrolled in a health insurance plan that have family coverage that are enrolled in a self-insured plan","73.9% ","suppressed","0% ","20.5%*","62.9% ","91.7% ","11.6%*","79.7% ","6.01% ","suppressed","0% ","10.93%*","15.40% ","2.99% ","8.68%*","5.73% "
